Company;Currency;Year;Fixed Assets;FxAInt;FxATan;FxAOth;CurrAss;CurrInv;CurrARec;CurrAssOth;Cash;TAssets;Equity;Capital;EquOht;NCLiabs;NCLtDebt;NCLiabOth;Provisions;CLiabs;CLoans;CAPay;CLiaboth;TEaLiab;Turnover;Sales;CoS;OthOpEx;Ebit;FinInc;FinExp;PBT;Tax;ExtOrdRev;ExtOrdExp;NetInc;Exp;MatCost;SalWage;Dep;RaD;HdCnt;ExRate;II;Cty;FYE;BvDID
ENERGOAQUA, A.S.;EUR/CZK;2013;57957,5052975212;115,7798794044;44582,9066316361;13258,8187864807;16118,3667931983;179,6282737123;3315,0144633734;12623,7240561126;11069,3144885225;74075,8720907195;66013,0079362293;25622,265883605;40390,7420526243;3713,5567237341;0;3713,5567237341;n.a.;4349,3074307561;329,8833705912;2074,3075089129;1945,1165512521;74075,8720907195;27656,8503618126;27656,8503618126;0;0;8540,6702605243;0;115,2332321928;8425,4370283315;1674,0159774752;n.a.;n.a.;6751,4210508563;0;12042,8931722767;3989,2491340879;2463,0830057607;n.a.;n.a.;0,03644;B+;CZ;31.12.;CZ15503461
ENERGOAQUA, A.S.;EUR/CZK;2012;60684,5776444577;n.a.;47022,6015431868;n.a.;14959,6088705541;301,8555384407;3331,9457899119;11325,8075422015;9526,0500770063;75644,1865150118;67460,3176593975;27965,0919342753;39495,2257251222;3406,3257947721;n.a.;n.a.;n.a.;4777,5430608422;430,2107660792;2215,60931055;n.a.;75644,1865150118;29939,8214002085;29939,8214002085;0;0;3460,8180977981;n.a.;n.a.;3243,2864151347;1613,8074530446;n.a.;n.a.;1629,4789620901;0;14128,0245060554;4392,8751319635;7074,294194876;n.a.;150;0,03978;B+;CZ;31.12.;CZ15503461
ENERGOAQUA, A.S.;EUR/CZK;2011;59307,9552856712;n.a.;46693,5222182944;n.a.;17493,3559532119;255,0351339296;3552,8177076788;13685,5031116035;9014,1354145515;76801,3112388831;68749,7202796521;27250,5815786599;41499,1387009922;3670,1416211142;174,4161250279;3495,7254960864;n.a.;4381,4493381168;178,9121851397;1824,2376312359;n.a.;76801,3112388831;25991,4134333754;25991,4134333754;0;0;7183,3087297034;n.a.;n.a.;6875,0960572097;1486,7230497376;n.a.;n.a.;5388,3730074721;0;11909,5206082919;3551,4223786786;2576,8625903007;n.a.;150;0,03876;B+;CZ;31.12.;CZ15503461
ENERGOAQUA, A.S.;EUR/CZK;2010;61505,0958844804;n.a.;46448,918906235;14894,8170584799;14990,3564918145;365,523101313;2721,6970595201;11903,1363309814;7856,5726076169;76495,4523762949;69530,1689373604;28046,5081802499;41483,6607571105;3683,7931151205;n.a.;n.a.;n.a.;3281,490323814;126,8540283941;2022,0053431576;n.a.;76495,4523762949;25889,151982268;25889,151982268;0;0;6352,7540030881;n.a.;n.a.;4150,5999831293;974,3027639931;n.a.;n.a.;3176,2972191363;0;12435,045643751;3513,7768041093;2886,8466436558;n.a.;375;0,03989;B+;CZ;31.12.;CZ15503461
ENERGOAQUA, A.S.;EUR/CZK;2009;61278,871605017;n.a.;51243,3654796029;9981,4642206834;10562,055676892;356,1096980963;2047,4701500013;8158,4758287944;6780,2560919936;71840,927281909;65706,9821372616;26570,2882297638;39136,6939074978;3823,7481962629;n.a.;n.a.;n.a.;2310,1969483846;92,5892773359;1468,0124400458;n.a.;71840,927281909;21917,9604801993;21917,9604801993;0;0;4416,2817796707;n.a.;n.a.;3834,5187856672;758,2117025264;n.a.;n.a.;3076,3070831408;0;11456,241346706;2855,6800622891;2597,9417474194;n.a.;375;0,03779;B+;CZ;31.12.;CZ15503461
TOMA, A.S.;EUR/CZK;2013;108513,26157819;3,3527695641;51338,4093150053;57171,4994936204;27158,1258891501;7911,7708652203;11427,477741524;7818,8772824058;5711,9895996851;135671,38746734;111486,694420645;53836,2226402725;57650,4717803724;18071,8288252132;13805,8668726434;4265,9619525698;n.a.;6112,8642214817;1212,4270720502;4714,4677680654;185,9693813662;135671,38746734;20067,0547041898;20067,0547041898;0;0;1351,9678835828;2659,6208998834;-1252,1501027555;5263,7388862216;392,8206862132;n.a.;n.a.;4870,9182000084;0;10925,3640561501;3862,6091967476;2144,3876814324;n.a.;n.a.;0,03644;B-;CZ;31.12.;CZ18152813
TOMA, A.S.;EUR/CZK;2012;105787,657982003;n.a.;54542,9371148021;51237,7999469628;30027,247737472;8384,1380130855;17636,9310668888;4006,1786574977;2586,077420319;135814,905719475;113232,579388263;58758,8514758442;54473,7279124188;18897,0954059162;14317,5543045361;4579,5411013801;n.a.;3685,2309252961;496,118609958;3123,482899285;n.a.;135814,905719475;22547,2046497729;22547,2046497729;0;0;1552,9510854317;n.a.;n.a.;4276,0547713889;701,2005912731;n.a.;n.a.;3574,8541801158;0;10688,2078213944;4840,9052788862;2409,1962002049;n.a.;150;0,03978;B-;CZ;31.12.;CZ18152813
TOMA, A.S.;EUR/CZK;2011;101383,868732561;n.a.;53238,390412118;48128,8118907182;26346,6021822099;6450,4121723363;13814,6873215408;6081,5026883329;5504,417869324;127730,470914771;105691,94702075;57257,5580789825;48434,3889417671;18713,4161273513;14963,2756435576;3750,1404837937;n.a.;3325,1077666702;643,3629465195;2501,3210285941;n.a.;127730,470914771;21823,2943957371;21823,2943957371;0;0;2672,403867677;n.a.;n.a.;5345,931750382;777,275771402;n.a.;n.a.;4568,65597898;0;9764,2797887269;4224,5135847306;2323,0289896768;n.a.;150;0,03876;B-;CZ;31.12.;CZ18152813
TOMA, A.S.;EUR/CZK;2010;110552,049118153;n.a.;56445,8141677695;54078,2313252477;20414,2438121488;6884,1048390031;9993,1454883681;3536,9934847776;2852,2210786728;130966,292930302;107377,148091153;58929,9192168759;48447,2288742775;20599,5384542528;16724,5866900554;3874,9517641974;n.a.;2989,6063848959;501,9510186425;2520,086915022;n.a.;130966,292930302;21128,45592673;21128,45592673;0;0;643,3254452553;n.a.;n.a.;2784,9246176977;554,4079517678;n.a.;n.a.;2230,5166659299;0;12256,771853533;4128,3406913545;2172,3951818512;n.a.;150;0,03989;B-;CZ;31.12.;CZ18152813
TOMA, A.S.;EUR/CZK;2009;105313,27374279;n.a.;51640,0632935599;53646,6429953663;17205,4685961373;5579,7699761359;7967,4017936066;3658,2968263949;3100,6448360405;122518,742338928;97015,9895810756;55828,1597440248;41187,8298370508;19546,994732649;15802,3064417685;3744,6882908806;n.a.;4350,5244969913;1677,566539159;2496,8871647271;n.a.;122518,742338928;17299,3805774352;17299,3805774352;0;0;745,6271191171;n.a.;n.a.;3084,6212223302;432,5241955547;n.a.;n.a.;2652,0970267754;0;9139,6954193041;3765,0579318944;1967,8433714924;n.a.;150;0,03779;B-;CZ;31.12.;CZ18152813
TESLA KARLIN, A.S.;EUR/CZK;2013;16316,4352995132;163,0466416289;16150,3274334997;3,0612243846;2359,6209101898;591,034965118;433,6005681942;1334,9853768776;736,0786919135;18676,056209703;17513,3375907556;21449,5255021766;-3936,187911421;824,5262107408;127,0408119621;697,4853987787;n.a.;338,1924082066;43,1851297117;95,8090346094;199,1982438855;18676,056209703;4023,4692495303;4023,4692495303;0;0;334,4752071681;0;23,651602686;310,8236044821;79,9562654747;n.a.;n.a.;230,8673390074;0;2224,5990489392;1183,5276561334;171,3192360969;n.a.;n.a.;0,03644;A-;CZ;31.12.;CZ45273758
TESLA KARLIN, A.S.;EUR/CZK;2012;18521,6951460923;n.a.;17744,4439830049;n.a.;1668,3793068779;750,2038885928;359,4105475491;558,764870736;501,7667172789;20190,0744529702;18859,9849542934;23410,8082142248;-4550,8232599314;1015,6251572731;333,6758613756;681,9492958975;n.a.;314,4643414037;47,1338533472;70,8399939337;n.a.;20190,0744529702;4261,4174228389;4261,4174228389;0;0;68,2545926953;n.a.;n.a.;52,5433082462;-5,9265351466;n.a.;n.a.;58,4698433928;0;2294,0066311807;1620,847699494;202,6159062877;n.a.;38;0,03978;A-;CZ;31.12.;CZ45273758
TESLA KARLIN, A.S.;EUR/CZK;2011;17376,6521859988;n.a.;17251,0725759788;n.a.;2468,2982422555;835,0268883557;447,9006090716;1185,3707448283;502,0858852469;19844,9504282543;18325,0107964837;22812,660175173;-4487,6493786893;976,9240958505;331,8169880808;645,1071077697;n.a.;543,0155359201;n.a.;254,0661554573;n.a.;19844,9504282543;4741,6767750077;4741,6767750077;0;0;290,1896729075;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;0;2350,0828686255;1615,3646317303;210,927233867;n.a.;38;0,03876;A-;CZ;31.12.;CZ45273758
TESLA KARLIN, A.S.;EUR/CZK;2010;17299,3391558108;n.a.;17196,2203937358;n.a.;2419,680754812;823,1549924254;498,1613542722;1098,3644081144;1019,9383012518;19719,0199106228;18654,2438961902;23478,9653339837;-4824,7214377935;754,9011425567;n.a.;n.a.;n.a.;309,8748718759;n.a.;124,3807737525;n.a.;19719,0199106228;4983,0496260628;4983,0496260628;0;0;566,0561833058;n.a.;n.a.;519,4233659496;-33,4288288661;n.a.;n.a.;552,8521948158;0;2489,8892736716;1600,5946651842;219,7207510675;n.a.;75;0,03989;A-;CZ;31.12.;CZ45273758
TESLA KARLIN, A.S.;EUR/CZK;2009;16431,7245699436;n.a.;16302,5152886328;n.a.;1797,1389773185;862,7053155198;541,2126696845;393,2209921142;260,4970974189;18228,863547262;17120,0597117377;22243,1566971279;-5123,0969853902;813,1983958014;n.a.;n.a.;n.a.;295,605439723;n.a.;128,2267012247;n.a.;18228,863547262;3083,6008507024;3083,6008507024;0;0;-38,0560825621;n.a.;n.a.;-64,2456210086;27,8901578261;n.a.;n.a.;-92,1357788346;0;1434,7936748302;1348,5911680534;183,7424760845;n.a.;75;0,03779;A-;CZ;31.12.;CZ45273758
ADVANSA GMBH;;2013;7938,91933;70,829;7868,09033;0;24435,30122;7483,50185;3,71584;16948,08353;2880,82074;32374,22055;10829,42027;1000;9829,42027;17312,18551;345;16967,18551;16967,18551;4232,61477;627,426;3167,20829;437,98048;32374,22055;49954,00029;49520,23104;46594,72551;2772,70114;586,57364;459,77427;990,62008;55,72783;38,64158;n.a.;343,388;-326,30175;n.a.;34568;8274;1192,11861;500,91347;109;0; D;DE;30.06.;DE4150095103
ADVANSA GMBH;;2012;8233,74915;90,275;8143,47415;0;24778,77914;9466,6752;0,32436;15311,77958;737,98563;33012,52829;11155,72202;1000;10155,72202;16616,81821;0;16616,81821;16616,81821;5239,98806;0,36797;5096,10328;143,51681;33012,52829;49366,32852;48851,09999;46239,90383;2601,28572;525,13897;495,17345;972,50853;47,80389;-34,89564;n.a.;343,388;-260,68847;n.a.;34376;7904;1377,05855;392,23719;113;0; D;DE;30.06.;DE4150095103
ADVANSA GMBH;;2011;9156,48876;109,721;9046,76776;0;27768,51694;10563,61541;52,54631;17152,35522;1011,45218;36925,0057;11416,41049;1000;10416,41049;16723,21408;0;16723,21408;16723,21408;8785,38113;0,01356;8373,15418;412,21339;36925,0057;30446,54409;30054,94488;26844,30946;1700,27515;1901,95948;24,99087;509,4484;1417,50195;34,89564;2499,999;343,388;3539,21731;n.a.;20900;4017;n.a.;183,504;170;0; D;DE;30.06.;DE4150095103
ADVANSA GMBH;;2010;9839,80676;119,444;9720,36176;0,001;21323,78892;6517,43061;155,97839;14650,37992;3226,68842;31163,59568;10377,19318;1000;9377,19318;16148,48383;0;16148,48383;16148,48383;4637,91867;0;3726,10558;911,81309;31163,59568;49448,50873;48452,44615;48779,87532;3255,09351;-2586,4601;20,58319;994,64909;-3560,526;n.a.;n.a.;1145,26353;-4705,78953;n.a.;34716;8077;2199,052;537,40529;112;0; D;DE;30.06.;DE4150095103
ADVANSA GMBH;;2009;11439,217;138,89;11300,327;0;26472,705;10023,203;3,139;16446,363;2359,748;37911,922;16495,463;1000;15495,463;16889,895;0;16889,895;16889,895;4526,564;0;4365,264;161,3;37911,922;39265,841;38079,714;35453,19;6872,953;-3060,302;62,69;1011,093;-4008,705;-163,646;n.a.;n.a.;-3845,059;n.a.;24554;9115;2994,433;643,181;115;0; D;DE;30.06.;DE4150095103
MEDISANA AG;;2013;4088,397;3301,992;786,405;0;26313,168;12344,349;8452,281;5516,538;2248,31;30401,565;6825,513;9365,843;-2540,33;1810,578;50;1760,578;1760,578;21765,474;1732;12579,178;7454,296;30401,565;42615,233;41912,645;31199,472;14551,035;-3135,274;54,775;574,784;-3655,283;321,436;n.a.;n.a.;-3976,719;n.a.;n.a.;6699;997,673;n.a.;157;0;B+;DE;31.12.;DE5270224444
MEDISANA AG;;2012;4415,491;3630,135;785,356;0;30030,383;13461,26;8778,751;7790,372;2229,71;34445,874;7935,821;7800,327;135,494;4619,882;3000;1619,882;1619,882;21890,171;2746;13991,027;5153,144;34445,874;42392,578;41807,607;30254,081;14513,062;-2374,565;35,744;420,6;-2759,421;215,2;n.a.;n.a.;-2974,621;n.a.;n.a.;6601;874,366;n.a.;152;0;B+;DE;31.12.;DE5270224444
MEDISANA AG;;2011;4066,203;3164,385;901,818;0;28435,606;11922,516;8499,782;8013,308;2807,947;32501,809;10946,933;7800,327;3146,606;6714,061;5000;1714,061;1714,061;14840,815;1169;9941,273;3730,542;32501,809;51602,277;47270,39;35966,763;16014,649;-379,135;80,166;768,241;-1067,21;-171,039;n.a.;n.a.;-896,171;n.a.;n.a.;6760;1064,467;198;579;0;B+;DE;31.12.;DE5270224444
MEDISANA AG;;2010;8688,186;7005,208;1682,978;0;33369,859;12780,566;12772,565;7816,728;3604,58;42058,045;10598,2;7664,327;2933,873;4881,938;3100;1781,938;1781,938;26577,907;8009;11757,937;6810,97;42058,045;47822,835;46267,579;34759,274;16647,278;-3583,717;43,695;810,81;-4350,832;2730,525;n.a.;n.a.;-7081,357;n.a.;n.a.;6,254;2787,484;123;675;0;B+;DE;31.12.;DE5270224444
MEDISANA AG;;2009;7849,234;6630,495;1218,739;0;32947,49;13447,65;8488,982;11010,858;3360,641;40796,724;15405,968;7034,327;8371,641;2066,529;530,434;1536,095;1536,095;23324,227;5062;11606,021;6656,206;40796,724;36773,152;36528,596;24940,202;11374,525;458,425;157,347;604,237;11,535;306,204;n.a.;n.a.;-294,669;n.a.;n.a.;4127;264,561;12;87;0;B+;DE;31.12.;DE5270224444
UMS UNITED MEDICAL SYSTEMS INTERNATIONAL AG;;2013;15734;8881;6853;0;13700;987;6217;6496;5222;29434;19926;5874;14052;4456;3713;743;743;5052;1478;1078;2496;29434;40028;39766;20636;8130;11262;8;281;10989;1495;n.a.;n.a.;9494;n.a.;n.a.;13100;3712;n.a.;220;0;A+;DE;31.12.;DE2150964494
UMS UNITED MEDICAL SYSTEMS INTERNATIONAL AG;;2012;18554;10443;8111;0;14400;1020;6125;7255;6235;32954;21613;5874;15739;6114;4959;1155;1155;5227;1242;1374;2611;32954;42174;41914;21162;8184;12828;3;394;12437;1763;n.a.;n.a.;10674;n.a.;n.a.;13505;4113;n.a.;221;0;A+;DE;31.12.;DE2150964494
UMS UNITED MEDICAL SYSTEMS INTERNATIONAL AG;;2011;20924;11927;8997;0;15003;1182;6907;6914;5889;35927;22246;6016;16230;6868;5756;1112;1112;6813;2705;1196;2912;35927;38703;38329;20045;7028;11630;5;365;11270;2108;n.a.;n.a.;9162;n.a.;n.a.;12209;3879;n.a.;219;0;A+;DE;31.12.;DE2150964494
UMS UNITED MEDICAL SYSTEMS INTERNATIONAL AG;;2010;19441;10251;9190;0;13523;952;6253;6318;5150;32964;23620;5673;17947;5961;3630;2331;2331;3383;625;759;1999;32964;39320;38925;19174;7330;12816;31;406;12441;2488;n.a.;n.a.;9953;n.a.;n.a.;11815;3593;n.a.;203;0;A+;DE;31.12.;DE2150964494
UMS UNITED MEDICAL SYSTEMS INTERNATIONAL AG;;2009;18521;10457;8064;0;13175;1148;5631;6396;5281;31696;21200;5858;15342;4889;3751;1138;1138;5607;1682;1251;2674;31696;35935;35703;17791;6601;11543;79;488;11134;2120;490;n.a.;9504;n.a.;n.a.;11057;3352;n.a.;n.a.;0;A+;DE;31.12.;DE2150964494
SYZYGY AG;;2013;22835;19934;2260;641;43302;0;12944;30358;6728;66137;48677;12274;36403;5716;132;5584;5584;11744;0;8118;3626;66137;35355;35030;25997;7335;2023;2220;96;4147;786;n.a.;n.a.;3361;n.a.;n.a.;20359;754;n.a.;324;0;B+;DE;31.12.;DE6290163812
SYZYGY AG;;2012;23161;20114;2379;668;41129;0;9840;31289;6103;64290;49045;12712;36333;4241;134;4107;4107;11004;0;7769;3235;64290;31492;31115;22264;7107;2121;1582;299;3404;-5618;n.a.;n.a.;9022;n.a.;n.a.;19086;704;n.a.;292;0;B+;DE;31.12.;DE6290163812
SYZYGY AG;;2011;22664;19858;2202;604;31397;0;8523;22874;7533;54061;39937;12712;27225;3155;200;2955;2955;10969;0;8255;2714;54061;28678;28313;19609;6481;2588;1388;1;3975;1097;n.a.;n.a.;2878;n.a.;n.a.;16601;628;n.a.;264;0;B+;DE;31.12.;DE6290163812
SYZYGY AG;;2010;21151;19797;1354;0;37315;0;10675;26640;5839;58466;40413;12712;27701;4562;249;4313;4313;13491;0;9205;4286;58466;27563;27247;18170;6225;3168;1352;245;4275;479;n.a.;n.a.;3796;n.a.;n.a.;14227;773;n.a.;241;0;B+;DE;31.12.;DE6290163812
SYZYGY AG;;2009;24009;19657;1774;2578;37706;0;16788;20918;5747;61715;35855;11962;23893;5676;1226;4450;4450;20184;0;12450;7734;61715;29365;28833;19718;6091;3556;1518;180;4894;1563;n.a.;n.a.;3331;n.a.;n.a.;15480;710;n.a.;262;0;B+;DE;31.12.;DE6290163812
SFC ENERGY AG;;2013;21349,808;19053,809;2295,999;0;26299,868;7713,256;9258,049;9328,563;7427,536;47649,676;29062,957;8020,045;21042,912;6792,651;2382,933;4409,718;4409,718;11794,068;2139,136;6259,63;3395,302;47649,676;33454,543;32413,114;21773,099;20517,692;-8836,248;66,554;194,459;-8964,153;-52,268;n.a.;n.a.;-8911,885;n.a.;13995,291;12667,057;4362,247;6148,653;227;0;B+;DE;31.12.;DE8330267570
SFC ENERGY AG;;2012;13400,409;11000,118;2400,291;0;34217,033;5814,778;3696,497;24705,758;22910,515;47617,442;36393,794;7502,887;28890,907;4561,213;1041,206;3520,007;3520,007;6662,435;371,656;3033,123;3257,656;47617,442;32008,468;31259,726;18497,113;14035,801;-524,446;213,804;134,277;-444,919;-19,33;n.a.;n.a.;-425,589;n.a.;10696,906;10194,579;1790,07;4257,185;196;0;B+;DE;31.12.;DE8330267570
SFC ENERGY AG;;2011;13664,733;10918,155;2746,578;0;35117,995;4906,928;4474,26;25736,807;22728,141;48782,728;36788,279;7502,887;29285,392;6085,042;1657,617;4427,425;4427,425;5909,407;559,39;3171,24;2178,777;48782,728;15622,741;15425,974;10056,012;12181,599;-6614,87;427,36;37,38;-6224,89;-7,143;n.a.;n.a.;-6217,747;n.a.;5976,134;7687,294;1971,23;2537,471;114;0;B+;DE;31.12.;DE8330267570
SFC ENERGY AG;;2010;5282,061;2946,698;2335,363;0;41030,342;1936,612;2713,062;36380,668;34130,171;46312,403;41721,409;7152,887;34568,522;1163,949;115,819;1048,13;1048,13;3427,045;0;1384,029;2043,016;46312,403;13558,267;13330,178;9287,856;8780,749;-4510,338;408,846;21,769;-4123,261;n.a.;n.a.;n.a.;-4123,261;n.a.;6349,451;7056,503;1020,083;1890,86;105;0;B+;DE;31.12.;DE8330267570
SFC ENERGY AG;;2009;4092,029;2410,796;1681,233;0;46350,434;1327,6;2200,369;42822,465;40588,92;50442,463;45860,498;7152,887;38707,611;1018,395;182,548;835,847;835,847;3563,57;0;1957,452;1606,118;50442,463;12104,249;11687,382;8493,278;8117,76;-4506,789;743,63;21,621;-3784,78;n.a.;n.a.;n.a.;-3784,78;n.a.;6132,546;6798,762;899,04;1507,728;103;0;B+;DE;31.12.;DE8330267570
CEOTRONICS AKTIENGESELL- SCHAFT AUDIO . VIDEO . DATA COMMUNICATION;;2013;7597;1229;6368;0;10765;6340;3452;973;368;18362;11508;6600;4908;4462;2645;1817;1817;2392;240;367;1785;18362;19546;19449;9983;8670;893;1;171;723;356;n.a.;n.a.;367;n.a.;n.a.;8432;670;2233;160;0;A+;DE;31.05.;DE6050017221
CEOTRONICS AKTIENGESELL- SCHAFT AUDIO . VIDEO . DATA COMMUNICATION;;2012;7442;940;6502;0;10599;5993;2758;1848;1193;18041;11847;6600;5247;4236;2844;1392;1392;1958;468;688;802;18041;21275;20929;10963;8441;1871;2;181;1692;480;n.a.;n.a.;1212;n.a.;n.a.;8559;615;2081;159;0;A+;DE;31.05.;DE6050017221
CEOTRONICS AKTIENGESELL- SCHAFT AUDIO . VIDEO . DATA COMMUNICATION;;2011;7176;847;6329;0;10014;5071;3211;1732;838;17190;10894;6600;4294;3727;2977;750;750;2569;718;1149;702;17190;16285;16185;8412;7929;-56;1;169;-224;45;n.a.;n.a.;-269;n.a.;n.a.;7257;592;1772;155;0;A+;DE;31.05.;DE6050017221
