Company;Currency;Year;Fixed Assets;FxAInt;FxATan;FxAOth;CurrAss;CurrInv;CurrARec;CurrAssOth;Cash;TAssets;Equity;Capital;EquOht;NCLiabs;NCLtDebt;NCLiabOth;Provisions;CLiabs;CLoans;CAPay;CLiaboth;TEaLiab;Turnover;Sales;CoS;OthOpEx;Ebit;FinInc;FinExp;PBT;Tax;ExtOrdRev;ExtOrdExp;NetInc;Exp;MatCost;SalWage;Dep;RaD;HdCnt;ExRate;II;Cty;FYE;BvDID
PEQLAB BIOTECHNOLOGIE GMBH;;2013;3113,89693;0;170,66322;2943,23371;6064,46093;2529,1309;1475,04973;2060,2803;1775,95312;9178,35786;3936,29969;124,445;3811,85469;2049,412;1483,864;565,548;565,548;3192,64617;1358,068;1147,3906;687,18757;9178,35786;15035,43102;14703,10332;8368,78324;4989,72414;1676,92364;100,37599;136,75498;1640,54465;633,48161;n.a.;n.a.;1007,06304;n.a.;8128;3013;27,57698;415,27761;47;0; D;DE;31.12.;DE8190386104
PEQLAB BIOTECHNOLOGIE GMBH;;2012;3010,90547;0;125,48664;2885,41883;6601,81605;2755,82892;1796,886;2049,10113;1912,56404;9612,72152;3118,06097;124,445;2993,61597;2692,27776;2341,932;350,34576;350,34576;3802,38279;1458,068;1443,4209;900,89389;9612,72152;14623,26477;14428,13094;7997,39515;5272,87443;1352,99519;33,80866;501,04013;885,76372;262,6433;n.a.;n.a.;623,12042;n.a.;7765;3336;n.a.;275,2866;47;0; D;DE;31.12.;DE8190386104
PEQLAB BIOTECHNOLOGIE GMBH;;2011;2415,51848;0,004;144,8538;2270,66068;5176,20492;1934,88273;1806,21704;1435,10515;1276,06445;7591,7234;3219,87523;124,445;3095,43023;1763,77483;1300,03933;463,7355;463,7355;2608,07334;1000;791,25261;816,82073;7591,7234;14921,87191;14780,94394;8258,20476;5448,3878;1215,27935;27,98567;172,07445;1071,19057;314,38843;n.a.;n.a.;756,80214;n.a.;8016;3095;n.a.;415,2476;43;0; D;DE;31.12.;DE8190386104
PEQLAB BIOTECHNOLOGIE GMBH;;2010;2146,64627;0,595;139,48839;2006,56288;4819,58184;1968,9957;1373,85424;1476,7319;1253,23923;6966,22811;2604,97349;124,445;2480,52849;2460,50933;1800,04457;660,46476;660,46476;1900,74529;500;802,98537;597,75992;6966,22811;13483,63817;13217,60517;7249,21133;4896,3145;1338,11234;53,15872;110,62935;1280,64171;378,47274;n.a.;n.a.;902,16897;n.a.;7133;2825;n.a.;406,42553;41;0; D;DE;31.12.;DE8190386104
PEQLAB BIOTECHNOLOGIE GMBH;;2009;1654,51878;1,383;173,78843;1479,34735;4711,31717;2017,4512;1354,61383;1339,25214;1245,29115;6365,83595;2057,99183;124,445;1933,54683;2568,53692;1800,06336;768,47356;768,47356;1739,3072;395,8333;417,83671;925,63719;6365,83595;14246,69521;13002;7310,80813;4477,04621;2458,84087;17,85899;80,51526;2396,1846;721,68125;n.a.;n.a.;1674,50335;n.a.;7220;2571;n.a.;125,88705;40;0; D;DE;31.12.;DE8190386104
ASTEX GMBH;;2013;1470,5777;9,43231;1421,60377;39,54162;6863,10329;2105,83857;788,83718;3968,42754;3628,72218;8333,68099;7072,22095;306,77513;6765,44582;1032,89719;156,48029;876,4169;876,4169;228,56285;0;149,43205;79,1308;8333,68099;13817,60491;13609,49125;9007,94661;3178,32969;1631,32861;42,99801;2,76312;1671,5635;n.a.;n.a.;1671,5635;0;n.a.;6598;3238;336,86461;1635,92328;48;0; D;DE;31.12.;DE2010118765
ASTEX GMBH;;2012;1515,93635;5,45039;1470,94434;39,54162;6796,50138;1952,03758;568,76358;4275,70022;1481,90237;8312,43773;7072,22095;306,77513;6765,44582;782,69302;0;782,69302;782,69302;457,52376;0;189,58326;267,9405;8312,43773;15293,24487;14904,60014;8656,52046;3078,67068;3558,05373;126,49234;1,05;3683,49607;n.a.;n.a.;3683,49607;0;n.a.;5898;3205;371,91858;1410,96084;46;0; D;DE;31.12.;DE2010118765
ASTEX GMBH;;2011;1464,78803;3,484;1432,59974;28,70429;9111,42146;2529,84455;2380,02739;4201,54952;1247,27811;10576,20949;7072,22095;306,77513;6765,44582;785,474;0;785,474;785,474;2718,51454;0;238,66643;2479,84811;10576,20949;25758,15266;25082,50626;12571,2746;3232,86579;9954,01227;119,91178;0,363;10073,56105;n.a.;n.a.;10073,56105;0;n.a.;9869;2426;285,00634;1329,58784;45;0; D;DE;31.12.;DE2010118765
ASTEX GMBH;;2010;1232,73296;5,432;1196,32476;30,9762;8054,95919;2271,96513;1414,1826;4368,81146;804,24405;9287,69215;7072,22095;306,77513;6765,44582;554,268;0;554,268;554,268;1661,2032;0;383,72591;1277,47729;9287,69215;19528,33752;19118,2068;9542,42374;2804,23458;7181,6792;144,72941;n.a.;7326,40861;n.a.;n.a.;7326,40861;0;n.a.;7449;2195;228,45894;1220,51724;34;0; D;DE;31.12.;DE2010118765
ASTEX GMBH;;2009;897,97385;6,203;860,81555;30,9553;6881,9485;1479,3335;640,28364;4762,33136;1505,31366;7779,92235;7072,22095;306,77513;6765,44582;347,568;0;347,568;347,568;360,1334;0;179,30901;180,82439;7779,92235;6514,37184;6335,46296;4149,23579;1685,74886;679,38719;157,84513;n.a.;837,23232;n.a.;n.a.;837,23232;0;n.a.;2732;1499;227,39889;847,37138;32;0; D;DE;31.12.;DE2010118765
TERMA GMBH;;2013;91,15839;2,11364;89,04475;0;3165,92659;523,06105;1200,28996;1442,57558;14,35813;3257,08498;1496,92836;51,12919;1445,79917;942,76283;0;942,76283;942,76283;817,39379;0;27,53304;789,86075;3257,08498;7979,6384;7966,79662;5606,37247;1824,72641;548,53952;62,09067;18,64545;591,98474;179,05489;n.a.;n.a.;412,92985;n.a.;n.a.;5093;n.a.;n.a.;65;0; D;DE;28.02.;DE6050138427
TERMA GMBH;;2012;81,16992;4,38861;76,78131;0;2313,80189;508,38954;772,66182;1032,75053;15,49259;2394,97181;1483,99851;51,12919;1432,86932;483,6391;0;483,6391;483,6391;427,3342;0;49,95457;377,37963;2394,97181;7772,83692;7753,24593;5589,67927;1625,66369;557,49396;46,83973;20,84748;583,48621;180,55823;n.a.;n.a.;402,92798;n.a.;n.a.;4582;n.a.;n.a.;59;0; D;DE;28.02.;DE6050138427
TERMA GMBH;;2011;49,1395;6,97022;42,16928;0;2329,38663;738,32232;675,28604;915,77827;56,40133;2378,52613;1424,07053;51,12919;1372,94134;518,77367;0;518,77367;518,77367;435,68193;0;43,83544;391,84649;2378,52613;6848,85777;6844,10288;4914,20317;1465,30266;469,35194;36,0577;17,77616;487,63348;144,26336;n.a.;n.a.;343,37012;n.a.;n.a.;4024;n.a.;n.a.;53;0; D;DE;28.02.;DE6050138427
TERMA GMBH;;2010;52,9574;9,73588;43,22152;0;2223,6626;850,3749;518,19107;855,09663;180,19851;2276,62;1080,70041;51,12919;1029,57122;380,26497;0;380,26497;380,26497;815,65462;0;86,3301;729,32452;2276,62;5390,81324;5381,41048;4061,2151;1372,72073;-43,12259;33,17543;19,69158;-29,63874;-13,31537;n.a.;n.a.;-16,32337;n.a.;n.a.;3754;n.a.;n.a.;51;0; D;DE;28.02.;DE6050138427
TERMA GMBH;;2009;44,76933;11,55229;33,21704;0;2507,44261;670,48094;958,75911;878,20256;10,28944;2552,21194;1572,02388;51,12929;1520,89459;438,03816;0;438,03816;438,03816;542,1499;0;45,1439;497,006;2552,21194;5966,45388;5963,28797;4210,86721;1134,69123;620,89544;72,49809;13,35519;680,03834;203,51073;n.a.;n.a.;476,52761;n.a.;n.a.;3498;n.a.;n.a.;46;0; D;DE;28.02.;DE6050138427
GOINGPUBLIC MEDIA AG;;2013;1039;301;105;633;789;54;186;549;287;1828;1532;900;632;103;0;103;103;193;0;48;145;1828;2929;2763;686;2255;-12;7;-157;152;14;n.a.;n.a.;138;n.a.;360;1258;142;0;36;0;B+;DE;31.12.;DE40480ED
GOINGPUBLIC MEDIA AG;;2012;987;292;121;574;1023;46;268;709;452;2010;1619;900;719;104;0;104;104;287;0;96;191;2010;3158;3001;737;2255;166;18;-172;356;1;n.a.;n.a.;355;n.a.;449;1192;121;0;32;0;B+;DE;31.12.;DE40480ED
GOINGPUBLIC MEDIA AG;;2011;940;307;150;483;1049;63;200;786;540;1989;1578;900;678;105;0;105;105;306;0;105;201;1989;2906;2770;729;1806;371;22;32;361;1;n.a.;n.a.;360;n.a.;394;1058;104;0;32;0;B+;DE;31.12.;DE40480ED
GOINGPUBLIC MEDIA AG;;2010;607;104;110;393;1153;52;115;986;805;1760;1488;900;588;74;0;74;74;198;0;83;115;1760;2529;2311;525;1712;292;20;0;312;0;n.a.;n.a.;458;n.a.;311;919;73;0;29;0;B+;DE;31.12.;DE40480ED
GOINGPUBLIC MEDIA AG;;2009;567;84;111;372;1022;42;165;815;684;1589;1356;900;456;68;0;68;68;165;0;55;110;1589;2318;2284;541;1616;161;20;-5;186;1;n.a.;n.a.;326;n.a.;306;851;60;0;28;0;B+;DE;31.12.;DE40480ED
EBIQUITY PLC;EUR/GBP;2013;77006,7895168043;71846,2469392426;3634,7033662946;1525,8392112671;35033,7432600967;0;16493,3125638132;18540,4306962836;8441,3937376636;112040,532776901;50009,5285772178;17918,2207766696;32091,3078005482;30503,722566724;24194,9414543022;6308,7811124218;3722,5727060874;31527,2816329592;2759,5722388986;5475,2098079008;23292,4995861598;112040,532776901;76049,726167169;n.a.;34861,5668510432;32276,5458682195;8911,6134479063;46,3095169178;1173,1744285851;7784,748536239;1654,0809504242;n.a.;n.a.;6130,6675858148;50026,1525063678;n.a.;38137,6683171023;-1542,4631404171;1223,0462160351;749;1,18742;B+;GB;30.04.;GB03967525
EBIQUITY PLC;EUR/GBP;2012;73435,3797195533;68361,6625752933;3776,6766712913;1297,0404729687;33159,4426799009;0;17004,2744359411;16155,1682439597;7617,3439541522;106594,822399454;44008,3125183187;18125,3407270934;25882,9717912252;26392,4355064141;19717,7224842296;6674,7130221845;4420,2745530396;36194,0743747214;2909,1116490494;6634,1035956114;26650,8591300606;106594,822399454;65121,5225702395;n.a.;28329,382095079;32364,4823900168;4427,6580851437;7,3835321042;1182,5957253539;3252,4458918941;1274,8898766562;n.a.;n.a.;1977,5560152379;40716,4877885356;n.a.;33190,2073970016;3764,370784451;975,8568264366;708;1,23059;B+;GB;30.04.;GB03967525
EBIQUITY PLC;EUR/GBP;2011;49375,4655767122;45244,2183320634;2939,8430609642;1191,4041836847;19997,2092618082;0;11368,2150847731;8628,9941770352;3539,4679323389;69372,6748385205;34801,7792169268;15684,3933645188;19117,385852408;7578,8100565154;4115,5561265194;3463,2539299959;3404,9726340866;26992,0855650783;4194,0117171666;4327,3862212668;18470,687626645;69372,6748385205;49499,8737275956;n.a.;21705,299549612;29193,3252798071;-1398,7511018236;2,2415883042;594,0209006142;-1990,5304141336;-286,9233029382;n.a.;n.a.;-1703,6071111954;29625,9518225186;n.a.;27547,999464521;3014,936269155;989,6612363063;690;1,12079;B+;GB;30.04.;GB03967525
EBIQUITY PLC;EUR/GBP;2010;49436,404743054;46298,2797586658;2353,0181467679;785,1068376202;21134,569548196;0;9554,8192848209;11579,7502633751;6035,6527120863;70570,97429125;37911,9112659044;14870,9825929297;23040,9286729747;10464,2538914484;6477,70700189;3986,5468895584;3986,5468895584;22194,8091338972;2317,3314723307;3445,4908577673;16431,9868037992;70570,97429125;24425,8018777506;n.a.;11074,3809060213;12825,3303195409;526,0906521883;10,3606474173;421,3329949692;115,1183046364;-79,4316301991;n.a.;n.a.;194,5499348355;7112,0088604366;n.a.;13041,7527322573;1075,2049653039;744,8154309975;269;1,15118;B+;GB;30.04.;GB03967525
EBIQUITY PLC;EUR/GBP;2009;14372,8604664277;12896,6020920499;1084,3017258101;391,9566485678;8419,8094877527;0;3481,8257271635;4937,9837605892;1391,3902681353;22792,6699541804;10526,9952309078;8972,5688639381;1554,4263669697;2228,9044744767;1487,4252304624;741,4792440143;741,4792440143;10036,7702487959;2806,2309340481;1200,4370290894;6030,1022856584;22792,6699541804;20568,2322221375;n.a.;9574,4624068955;9396,9093951511;1596,860420091;12,283541693;299,271743066;1309,872218718;1210,4871995655;n.a.;n.a.;99,3850191525;5041,8355221755;n.a.;10581,7128257221;922,3823125841;n.a.;255;1,11669;B+;GB;30.04.;GB03967525
TUV SUD LIMITED;EUR/GBP;2013;39479,6546527745;29513,5918941749;9768,9869729849;197,0757856147;22139,3743160836;5091,721661063;12225,8651003146;4821,787554706;2920,3048231994;61619,0289688582;14187,0677668559;597,1993503475;13589,8684165084;32281,0136836854;31805,6430008088;475,3706828766;475,3706828766;15150,9475183168;6645,6343706673;1795,1812471447;6710,1319005049;61619,0289688582;63457,2085692279;n.a.;40718,2461053953;17818,0398169689;4920,9226468637;34,6375623202;330,8484400925;4624,7117690913;1089,2916150339;n.a.;n.a.;3535,4201540574;14903,706987273;n.a.;30084,5144731072;2776,976979116;n.a.;508;1,1944; D;GB;31.12.;GBSC215164
TUV SUD LIMITED;EUR/GBP;2012;41133,9655900397;31067,2488636313;9869,3770258194;197,339700589;21942,9787073084;3315,3069698948;13133,2560737425;5494,4156636712;2698,1719062347;63076,9442973482;12676,3847669244;597,9990926939;12078,3856742306;34544,0155885534;34089,5362781061;454,4793104473;454,4793104473;15856,5439418704;6261,0505005047;1798,7812708231;7796,7121705425;63076,9442973482;35366,8623401002;n.a.;22159,4543788636;9895,688985898;3311,7189753386;15,54797641;321,7235118693;3005,5434398793;900,586633597;n.a.;n.a.;2104,9568062824;6264,6384950609;n.a.;17303,7017461895;1317,9900002973;n.a.;304;1,196; D;GB;31.12.;GBSC215164
TUV SUD LIMITED;EUR/GBP;2011;15696,3982259108;15340,3136741963;356,0845517145;0;12846,5268975918;1117,2451538693;5004,3023576518;6724,9793860708;1130,389214503;28542,9251235026;4060,3198212275;597,4573015344;3462,8625196932;13581,3993784791;13144,060633756;437,3387447232;437,3387447232;10901,205923796;6690,3268625818;411,0506234556;3799,8284377585;28542,9251235026;16353,6012575986;n.a.;10339,5960603537;4380,5569348499;1633,448262395;58,5508155504;140,9999231621;1550,9991547832;350,1099786991;n.a.;n.a.;1200,8891760841;2602,5240054837;n.a.;8411,0038910008;346,5252348899;n.a.;167;1,19491; D;GB;31.12.;GBSC215164
TUV SUD LIMITED;EUR/GBP;2010;249,3333229898;0;249,3333229898;0;9315,4675321723;421,4084332222;2103,5304291673;6790,5286697828;2,3411579623;9564,800855162;5337,8401541475;585,2894905863;4752,5506635611;359,36774722;0;359,36774722;359,36774722;3867,5929537946;112,3755821926;463,5492765444;3291,6680950576;9564,800855162;16629,2450065392;n.a.;10346,7476145854;3780,9701091878;2501,527282766;70,2347388704;n.a.;2571,7620216364;552,5132791135;n.a.;n.a.;2019,2487425229;2589,320706354;n.a.;6885,3455672578;204,8513217052;n.a.;147;1,17058; D;GB;31.12.;GBSC215164
TUV SUD LIMITED;EUR/GBP;2009;400,20921117;0;400,20921117;0;9135,112499909;931,947854101;2438,3533118758;5764,8113339322;3320,8371061692;9535,321711079;5463,5302423773;562,0915887219;4901,4386536553;504,7582466723;0;504,7582466723;504,7582466723;3567,0332220294;370,9804485565;238,3268336181;2957,7259398549;9535,321711079;15093,2833403616;n.a.;9183,4523765391;3540,0528257708;2369,7781380517;137,1503476482;n.a.;2506,9284856999;601,4379999325;n.a.;n.a.;1905,4904857674;1824,5492969914;n.a.;7011,5304777175;254,0653981023;n.a.;155;1,12418; D;GB;31.12.;GBSC215164
BIOQUELL PLC;EUR/GBP;2013;34604,1191565373;16732,3313980371;17662,7679858786;209,0197726216;19333,7317681509;3000,329536146;9156,2604395283;7177,1417924766;4240,1153874675;53937,8509246883;39724,506386417;5067,8336870491;34656,6726993679;4961,5322026873;1563,4678992098;3398,0643034775;3398,0643034775;9251,8123355839;267,5453089557;4060,9555823632;4923,311444265;53937,8509246883;53314,3748029254;n.a.;28706,1783725051;21140,8570023026;3467,3394281178;360,7084076099;148,1054388862;3679,9423968415;35,8319610209;n.a.;n.a.;3644,1104358206;29229,3250034095;n.a.;23873,6412294929;5100,0824519679;1926,5651042211;449;1,1944;B+;GB;31.12.;GB00206372
BIOQUELL PLC;EUR/GBP;2012;31800,395751274;15065,9891413291;16525,1069275021;209,2996824429;19200,5548682144;3291,387006187;9309,649875058;6599,5179869694;3599,954538017;51000,9506194884;36753,0242369645;4998,0764167353;31754,9478202293;4715,8208449838;1157,7262434553;3558,0946015285;3558,0946015285;9532,1055375401;125,5798094657;4248,1855544972;5158,3401735772;51000,9506194884;49029,9456099695;n.a.;25546,5212398816;18462,6239878302;5020,8003822576;2,3919963708;295,4115517908;4727,7808268376;-49,0359256009;n.a.;n.a.;4776,8167524385;26852,551258325;n.a.;23040,9050414944;4531,6371244341;1551,2096464479;431;1,196;B+;GB;31.12.;GB00206372
BIOQUELL PLC;EUR/GBP;2011;28025,5271003738;11756,7647795932;16059,6522652436;209,110055537;19227,3708779788;1533,0754357372;9918,9861200735;7775,3093221682;6188,4627292929;47252,8979783527;32978,4481300937;4988,7684678119;27989,6796622818;4704,3787922816;1280,9484544897;3423,4303377919;3423,4303377919;9570,0710559774;125,4660333222;3940,8283609207;5503,7766617345;47252,8979783527;49297,3968642033;n.a.;26751,7481335026;16544,7875940895;6000,8611366111;65,7203031688;90,8135098332;5975,7679299467;1357,4229890861;n.a.;n.a.;4618,3449408606;28164,1371943298;n.a.;20370,9041531156;4127,2350389994;1430,3127798733;406;1,19491;B+;GB;31.12.;GB00206372
BIOQUELL PLC;EUR/GBP;2010;24298,8784911827;10189,8900311083;14108,9884600744;0;18508,0242713214;1532,2878863551;8554,59119441;8421,1451905563;7175,6491545886;42806,9027625041;28811,4604636034;4887,167246396;23924,2932172074;1553,3583080162;1553,3583080162;0;0;12442,0839908845;155,687004496;3906,2220601733;8380,1749262153;42806,9027625041;46124,3235951475;n.a.;25533,8393163199;16801,3201167716;3789,164162056;190,8043739311;162,710478383;3817,2580576041;999,6744499215;n.a.;n.a.;2817,5836076827;26183,5106508707;n.a.;19637,632988153;3800,8699518677;710,5414415718;387;1,17058;B+;GB;31.12.;GB00206372
BIOQUELL PLC;EUR/GBP;2009;22388,1079787949;9163,2170793451;13224,8908994498;0;16505,2574112311;1300,6799363026;7551,1384028906;7653,439072038;6678,7722571941;38893,365390026;25814,6183036439;4678,8503845214;21135,7679191224;1654,7976371974;1654,7976371974;0;0;11423,9494491847;266,4314130542;3463,6083697046;7693,9096664259;38893,365390026;44105,0786006559;n.a.;24343,0625243698;13416,0020396153;6346,0140366707;351,8693345399;114,6666840993;6583,2166871114;1745,8564745704;n.a.;n.a.;4837,360212541;24492,5788869699;n.a.;16886,3555083846;2881,2814837887;538,4837419956;366;1,12418;B+;GB;31.12.;GB00206372
LIGHTSPEED RESEARCH LTD.;EUR/GBP;2013;154,0774323897;0;154,0774323897;0;46640,0748634414;0;6484,3905460735;40155,684317368;11328,8716760927;46794,1522958311;23455,6016842496;0;23455,6016842496;0;n.a.;n.a.;n.a.;23338,5506115815;10559,678912845;3503,1713891386;9275,7003095978;46794,1522958311;50792,9991457582;n.a.;18144,1106622587;25462,1915014173;7185,5025833815;517,174637401;n.a.;7702,6772207825;n.a.;n.a.;n.a.;7702,6772207825;22283,8965588677;n.a.;5235,0495051465;89,5799025521;n.a.;92;1,1944; D;GB;31.12.;GB03958994
LIGHTSPEED RESEARCH LTD.;EUR/GBP;2012;95,679854831;0;95,679854831;0;36522,1965871847;0;5767,1032499396;30753,8973390598;11601,1823982609;36617,8764420157;15561,1323900796;0;15561,1323900796;0;n.a.;n.a.;n.a.;21055,5480537508;4632,1009720066;2876,3756358575;13548,2674440721;36616,6804438303;47721,5235951553;n.a.;19901,4098048516;20364,2611025967;7457,0486858924;n.a.;n.a.;7457,0486858924;n.a.;n.a.;n.a.;7457,0486858924;23579,1042249188;n.a.;5585,3115257606;65,7799001963;n.a.;90;1,196; D;GB;31.12.;GB03958994
LIGHTSPEED RESEARCH LTD.;EUR/GBP;2011;34,652523489;0;34,652523489;0;37558,5558036561;0;2001,4819601401;35557,073843516;23650,9447385392;37593,2083271451;22211,0726418414;0;22211,0726418414;0;n.a.;n.a.;n.a.;15382,1356853037;2487,8122035891;2405,3630959773;10488,9603857373;37593,2083271451;40251,893318973;n.a.;17954,7868257106;16882,948426758;5415,3529811075;n.a.;n.a.;5415,3529811075;n.a.;n.a.;n.a.;5415,3529811075;19734,01466968;n.a.;5013,8616744764;59,7457301534;n.a.;84;1,19491; D;GB;31.12.;GB03958994
LIGHTSPEED RESEARCH LTD.;EUR/GBP;2010;56,1877910963;0;56,1877910963;0;28858,2836228503;0;1366,0656710285;27491,0473728406;17042,4593868932;28914,4714139466;16223,0541000723;0;16223,0541000723;0;n.a.;n.a.;n.a.;12691,4173138743;1425,7651990683;1281,7839843841;9983,8681304219;28914,4714139466;29314,8094255077;n.a.;10796,2499433557;11065,4831090254;7454,2469521077;n.a.;n.a.;7454,2469521077;n.a.;n.a.;n.a.;7454,2469521077;11928,1998181497;n.a.;4143,8495933513;59,6995280398;n.a.;74;1,17058; D;GB;31.12.;GB03958994
LIGHTSPEED RESEARCH LTD.;EUR/GBP;2009;69,6993570015;0;69,6993570015;0;18070,120394233;0;566,5883214317;17504,6562559787;10806,772884768;18139,8197512345;8186,3018981464;0;8186,3018981464;0;n.a.;n.a.;n.a.;9954,6420362656;699,2419363701;1241,0982278981;8013,17768882;18140,9439344119;22669,1537731559;n.a.;8863,0601709676;9562,3021073377;4244,9156780281;4,4967327098;n.a.;4249,4124107379;n.a.;n.a.;n.a.;4249,4124107379;8211,0339280501;n.a.;3694,0659210806;71,9477233564;n.a.;70;1,12418; D;GB;31.12.;GB03958994
R & D SYSTEMS EUROPE LTD.;EUR/GBP;2013;98827,1890814655;0;4561,7972415487;94265,3918399168;23730,2765316423;3465,4147515011;5902,6036950797;14362,2580850615;13955,6682227287;122557,465613108;93201,9125757226;799,0783421569;92402,8342335657;0;n.a.;n.a.;n.a.;29355,5530373851;26637,5115588426;821,4055311289;1896,6359474136;122557,465613108;53285,5991545666;n.a.;27713,9170903363;7275,1382592551;18296,5438049752;3775,6451666914;n.a.;22072,1889716667;4763,9170575061;n.a.;n.a.;17308,2719141606;40072,6037439602;n.a.;3109,3548431576;283,2027653821;n.a.;55;1,17512; D;GB;30.06.;GB02490104
