Company;Currency;Year;Fixed Assets;FxAInt;FxATan;FxAOth;CurrAss;CurrInv;CurrARec;CurrAssOth;Cash;TAssets;Equity;Capital;EquOht;NCLiabs;NCLtDebt;NCLiabOth;Provisions;CLiabs;CLoans;CAPay;CLiaboth;TEaLiab;Turnover;Sales;CoS;OthOpEx;Ebit;FinInc;FinExp;PBT;Tax;ExtOrdRev;ExtOrdExp;NetInc;Exp;MatCost;SalWage;Dep;RaD;HdCnt;ExRate;II;Cty;FYE;BvDID
TOMA, A.S.;EUR/CZK;2012;105787,657982003;n.a.;54542,9371148021;51237,7999469628;30027,247737472;8384,1380130855;17636,9310668888;4006,1786574977;2586,077420319;135814,905719475;113232,579388263;58758,8514758442;54473,7279124188;18897,0954059162;14317,5543045361;4579,5411013801;n.a.;3685,2309252961;496,118609958;3123,482899285;n.a.;135814,905719475;22547,2046497729;22547,2046497729;0;0;1552,9510854317;n.a.;n.a.;4276,0547713889;701,2005912731;n.a.;n.a.;3574,8541801158;0;10688,2078213944;4840,9052788862;2409,1962002049;n.a.;150;0,03978;B-;CZ;31.12.;CZ18152813
TOMA, A.S.;EUR/CZK;2011;101383,868732561;n.a.;53238,390412118;48128,8118907182;26346,6021822099;6450,4121723363;13814,6873215408;6081,5026883329;5504,417869324;127730,470914771;105691,94702075;57257,5580789825;48434,3889417671;18713,4161273513;14963,2756435576;3750,1404837937;n.a.;3325,1077666702;643,3629465195;2501,3210285941;n.a.;127730,470914771;21823,2943957371;21823,2943957371;0;0;2672,403867677;n.a.;n.a.;5345,931750382;777,275771402;n.a.;n.a.;4568,65597898;0;9764,2797887269;4224,5135847306;2323,0289896768;n.a.;150;0,03876;B-;CZ;31.12.;CZ18152813
TESLA KARLIN, A.S.;EUR/CZK;2013;16316,4352995132;163,0466416289;16150,3274334997;3,0612243846;2359,6209101898;591,034965118;433,6005681942;1334,9853768776;736,0786919135;18676,056209703;17513,3375907556;21449,5255021766;-3936,187911421;824,5262107408;127,0408119621;697,4853987787;n.a.;338,1924082066;43,1851297117;95,8090346094;199,1982438855;18676,056209703;4023,4692495303;4023,4692495303;0;0;334,4752071681;0;23,651602686;310,8236044821;79,9562654747;n.a.;n.a.;230,8673390074;0;2224,5990489392;1183,5276561334;171,3192360969;n.a.;n.a.;0,03644;A-;CZ;31.12.;CZ45273758
TESLA KARLIN, A.S.;EUR/CZK;2012;18521,6951460923;n.a.;17744,4439830049;n.a.;1668,3793068779;750,2038885928;359,4105475491;558,764870736;501,7667172789;20190,0744529702;18859,9849542934;23410,8082142248;-4550,8232599314;1015,6251572731;333,6758613756;681,9492958975;n.a.;314,4643414037;47,1338533472;70,8399939337;n.a.;20190,0744529702;4261,4174228389;4261,4174228389;0;0;68,2545926953;n.a.;n.a.;52,5433082462;-5,9265351466;n.a.;n.a.;58,4698433928;0;2294,0066311807;1620,847699494;202,6159062877;n.a.;38;0,03978;A-;CZ;31.12.;CZ45273758
TESLA KARLIN, A.S.;EUR/CZK;2011;17376,6521859988;n.a.;17251,0725759788;n.a.;2468,2982422555;835,0268883557;447,9006090716;1185,3707448283;502,0858852469;19844,9504282543;18325,0107964837;22812,660175173;-4487,6493786893;976,9240958505;331,8169880808;645,1071077697;n.a.;543,0155359201;n.a.;254,0661554573;n.a.;19844,9504282543;4741,6767750077;4741,6767750077;0;0;290,1896729075;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;0;2350,0828686255;1615,3646317303;210,927233867;n.a.;38;0,03876;A-;CZ;31.12.;CZ45273758
E4U, A.S.;EUR/CZK;2013;13240,1963381409;0;13240,1963381409;0;669,8979361696;28,0612235258;155,3571375199;486,4795751239;474,8906542392;13910,0942743105;2984,4386729809;3019,5698671093;-35,1311941284;10077,2591290182;0;10077,2591290182;n.a.;848,3964723114;0;65,1239044682;783,2725678431;13910,0942743105;2382,5800930745;2382,5800930745;0;0;1176,4576855308;0;646,9023101374;529,5553753933;112,3542235454;n.a.;n.a.;417,201151848;0;n.a.;43,1486865643;691,2900637145;n.a.;n.a.;0,03644;A-;CZ;31.12.;CZ28127781
E4U, A.S.;EUR/CZK;2012;15155,6618352364;n.a.;15138,4390854479;n.a.;1004,5278196496;30,6270608248;165,8634332979;n.a.;808,0373255269;16160,189654886;3334,690292765;3295,6706217662;39,0196709989;11871,3272035158;n.a.;n.a.;n.a.;954,1721586052;n.a.;51,6682493655;n.a.;16160,189654886;2900,62131253;2900,62131253;0;0;1589,1069273665;n.a.;n.a.;744,3966796572;148,5213572984;n.a.;n.a.;595,8753223588;0;n.a.;47,0940779436;749,1299526937;n.a.;n.a.;0,03978;A-;CZ;31.12.;CZ28127781
E4U, A.S.;EUR/CZK;2011;15426,4861124928;n.a.;15401,4089496276;n.a.;872,1193842782;0;64,4176888436;807,7016954346;797,2754870718;16298,605496771;3187,9391741205;3211,4659714298;-23,5267973093;12327,7704761087;12323,0031020246;4,7673740841;n.a.;782,8958465418;707,8581536409;75,0376929009;0;16298,605496771;2792,9060305018;2792,9060305018;0;0;1466,4520200954;n.a.;n.a.;612,6657085146;-2,2480300559;n.a.;n.a.;614,9137385705;0;n.a.;36,2397948669;723,2455317822;n.a.;n.a.;0,03876;A-;CZ;31.12.;CZ28127781
ADVANSA GMBH;;2013;7938,91933;70,829;7868,09033;0;24435,30122;7483,50185;3,71584;16948,08353;2880,82074;32374,22055;10829,42027;1000;9829,42027;17312,18551;345;16967,18551;16967,18551;4232,61477;627,426;3167,20829;437,98048;32374,22055;49954,00029;49520,23104;46594,72551;2772,70114;586,57364;459,77427;990,62008;55,72783;38,64158;n.a.;343,388;-326,30175;n.a.;34568;8274;1192,11861;500,91347;109;0; D;DE;30.06.;DE4150095103
ADVANSA GMBH;;2012;8233,74915;90,275;8143,47415;0;24778,77914;9466,6752;0,32436;15311,77958;737,98563;33012,52829;11155,72202;1000;10155,72202;16616,81821;0;16616,81821;16616,81821;5239,98806;0,36797;5096,10328;143,51681;33012,52829;49366,32852;48851,09999;46239,90383;2601,28572;525,13897;495,17345;972,50853;47,80389;-34,89564;n.a.;343,388;-260,68847;n.a.;34376;7904;1377,05855;392,23719;113;0; D;DE;30.06.;DE4150095103
ADVANSA GMBH;;2011;9156,48876;109,721;9046,76776;0;27768,51694;10563,61541;52,54631;17152,35522;1011,45218;36925,0057;11416,41049;1000;10416,41049;16723,21408;0;16723,21408;16723,21408;8785,38113;0,01356;8373,15418;412,21339;36925,0057;30446,54409;30054,94488;26844,30946;1700,27515;1901,95948;24,99087;509,4484;1417,50195;34,89564;2499,999;343,388;3539,21731;n.a.;20900;4017;n.a.;183,504;170;0; D;DE;30.06.;DE4150095103
MEDISANA AG;;2013;4088,397;3301,992;786,405;0;26313,168;12344,349;8452,281;5516,538;2248,31;30401,565;6825,513;9365,843;-2540,33;1810,578;50;1760,578;1760,578;21765,474;1732;12579,178;7454,296;30401,565;42615,233;41912,645;31199,472;14551,035;-3135,274;54,775;574,784;-3655,283;321,436;n.a.;n.a.;-3976,719;n.a.;n.a.;6699;997,673;n.a.;157;0;B+;DE;31.12.;DE5270224444
MEDISANA AG;;2012;4415,491;3630,135;785,356;0;30030,383;13461,26;8778,751;7790,372;2229,71;34445,874;7935,821;7800,327;135,494;4619,882;3000;1619,882;1619,882;21890,171;2746;13991,027;5153,144;34445,874;42392,578;41807,607;30254,081;14513,062;-2374,565;35,744;420,6;-2759,421;215,2;n.a.;n.a.;-2974,621;n.a.;n.a.;6601;874,366;n.a.;152;0;B+;DE;31.12.;DE5270224444
MEDISANA AG;;2011;4066,203;3164,385;901,818;0;28435,606;11922,516;8499,782;8013,308;2807,947;32501,809;10946,933;7800,327;3146,606;6714,061;5000;1714,061;1714,061;14840,815;1169;9941,273;3730,542;32501,809;51602,277;47270,39;35966,763;16014,649;-379,135;80,166;768,241;-1067,21;-171,039;n.a.;n.a.;-896,171;n.a.;n.a.;6760;1064,467;198;579;0;B+;DE;31.12.;DE5270224444
UMS UNITED MEDICAL SYSTEMS INTERNATIONAL AG;;2013;15734;8881;6853;0;13700;987;6217;6496;5222;29434;19926;5874;14052;4456;3713;743;743;5052;1478;1078;2496;29434;40028;39766;20636;8130;11262;8;281;10989;1495;n.a.;n.a.;9494;n.a.;n.a.;13100;3712;n.a.;220;0;A+;DE;31.12.;DE2150964494
UMS UNITED MEDICAL SYSTEMS INTERNATIONAL AG;;2012;18554;10443;8111;0;14400;1020;6125;7255;6235;32954;21613;5874;15739;6114;4959;1155;1155;5227;1242;1374;2611;32954;42174;41914;21162;8184;12828;3;394;12437;1763;n.a.;n.a.;10674;n.a.;n.a.;13505;4113;n.a.;221;0;A+;DE;31.12.;DE2150964494
UMS UNITED MEDICAL SYSTEMS INTERNATIONAL AG;;2011;20924;11927;8997;0;15003;1182;6907;6914;5889;35927;22246;6016;16230;6868;5756;1112;1112;6813;2705;1196;2912;35927;38703;38329;20045;7028;11630;5;365;11270;2108;n.a.;n.a.;9162;n.a.;n.a.;12209;3879;n.a.;219;0;A+;DE;31.12.;DE2150964494
SYZYGY AG;;2013;22835;19934;2260;641;43302;0;12944;30358;6728;66137;48677;12274;36403;5716;132;5584;5584;11744;0;8118;3626;66137;35355;35030;25997;7335;2023;2220;96;4147;786;n.a.;n.a.;3361;n.a.;n.a.;20359;754;n.a.;324;0;B+;DE;31.12.;DE6290163812
SYZYGY AG;;2012;23161;20114;2379;668;41129;0;9840;31289;6103;64290;49045;12712;36333;4241;134;4107;4107;11004;0;7769;3235;64290;31492;31115;22264;7107;2121;1582;299;3404;-5618;n.a.;n.a.;9022;n.a.;n.a.;19086;704;n.a.;292;0;B+;DE;31.12.;DE6290163812
SYZYGY AG;;2011;22664;19858;2202;604;31397;0;8523;22874;7533;54061;39937;12712;27225;3155;200;2955;2955;10969;0;8255;2714;54061;28678;28313;19609;6481;2588;1388;1;3975;1097;n.a.;n.a.;2878;n.a.;n.a.;16601;628;n.a.;264;0;B+;DE;31.12.;DE6290163812
SFC ENERGY AG;;2013;21349,808;19053,809;2295,999;0;26299,868;7713,256;9258,049;9328,563;7427,536;47649,676;29062,957;8020,045;21042,912;6792,651;2382,933;4409,718;4409,718;11794,068;2139,136;6259,63;3395,302;47649,676;33454,543;32413,114;21773,099;20517,692;-8836,248;66,554;194,459;-8964,153;-52,268;n.a.;n.a.;-8911,885;n.a.;13995,291;12667,057;4362,247;6148,653;227;0;B+;DE;31.12.;DE8330267570
SFC ENERGY AG;;2012;13400,409;11000,118;2400,291;0;34217,033;5814,778;3696,497;24705,758;22910,515;47617,442;36393,794;7502,887;28890,907;4561,213;1041,206;3520,007;3520,007;6662,435;371,656;3033,123;3257,656;47617,442;32008,468;31259,726;18497,113;14035,801;-524,446;213,804;134,277;-444,919;-19,33;n.a.;n.a.;-425,589;n.a.;10696,906;10194,579;1790,07;4257,185;196;0;B+;DE;31.12.;DE8330267570
SFC ENERGY AG;;2011;13664,733;10918,155;2746,578;0;35117,995;4906,928;4474,26;25736,807;22728,141;48782,728;36788,279;7502,887;29285,392;6085,042;1657,617;4427,425;4427,425;5909,407;559,39;3171,24;2178,777;48782,728;15622,741;15425,974;10056,012;12181,599;-6614,87;427,36;37,38;-6224,89;-7,143;n.a.;n.a.;-6217,747;n.a.;5976,134;7687,294;1971,23;2537,471;114;0;B+;DE;31.12.;DE8330267570
SMS MEVAC GMBH;;2013;5547,452;23,7295;25,97669;5497,74581;48497,52059;25637,40832;3156,70847;19703,4038;45,35902;54044,97259;626,46811;600;26,46811;18732,46507;4309,08936;14423,37571;14423,37571;34686,03941;0;1096,33486;33589,70455;54044,97259;19815,12837;19358,11771;9648,55409;7212,27224;2954,30204;536,87006;474,9223;3016,2498;42,75108;n.a.;2947,03061;26,46811;n.a.;6546;8114;15,82039;n.a.;73;0; D;DE;31.12.;DE5110148254
SMS MEVAC GMBH;;2012;5476,31971;2,89043;35,16363;5438,26565;32939,46313;0;5553,7173;27385,74583;21,43076;38415,78284;600;600;0;37815,78284;17791,71114;20024,0717;20024,0717;0;n.a.;n.a.;n.a.;38415,78284;35028,8878;34871,31288;22840,20833;7034,1698;5154,50967;-207;9,22769;4938,28198;15,99996;n.a.;-4922,28202;9844,56404;n.a.;n.a.;9111;24,77237;n.a.;75;0; D;DE;31.12.;DE5110148254
SMS MEVAC GMBH;;2011;46,64492;5,50093;36,79929;4,3447;51510,20598;0;3956,18484;47554,02114;24,07706;51556,8509;600;600;0;50956,8509;32203,03662;18753,81428;18753,81428;0;n.a.;n.a.;n.a.;51556,8509;44132,16941;42176,46414;26236,34793;6563,11488;11332,7066;663,39293;8,07834;11988,02119;n.a.;n.a.;-11988,02119;23976,04238;n.a.;n.a.;9214;n.a.;n.a.;72;0; D;DE;31.12.;DE5110148254
WILEX AG;;2013;10506,713;9182,438;1324,275;0;11804,859;77,832;240,214;11486,813;8920,064;22311,572;14949,952;31275,507;-16325,555;1348,682;25,203;1323,479;1323,479;6012,938;0;190,736;5822,202;22311,572;19106,014;13316,509;3678,1;20391,469;-4963,555;83,592;160,236;-5040,199;0,121;n.a.;n.a.;-5040,32;n.a.;n.a.;9651;1716;12427,01;110;0;B+;DE;30.11.;DE8170449101
WILEX AG;;2012;12304,458;10217,924;2086,534;0;25416,422;258,21;269,55;24888,662;23363,335;37720,88;19920,815;31275,507;-11354,692;3575,746;197,746;3378;3378;14224,319;0;904,365;13319,954;37720,88;17841,172;16141,569;6746,092;20005,269;-8910,189;30,455;508,497;-9388,231;2,565;n.a.;n.a.;-9390,796;n.a.;n.a.;11365;671;12780,437;127;0;B+;DE;30.11.;DE8170449101
WILEX AG;;2011;12541,215;10466,937;2074,278;0;8273,245;514,627;159,254;7599,364;3420,64;20814,46;-4522,532;17090,503;-21613,035;3253,729;273,41;2980,319;2980,319;22083,263;0;1412,07;20671,193;20814,46;11713,15;9877,293;4165,054;20931,196;-13383,1;6,599;547,618;-13924,119;1,608;n.a.;n.a.;-13925,727;n.a.;n.a.;8948;524;15641,219;107;0;B+;DE;30.11.;DE8170449101
CEOTRONICS AKTIENGESELL- SCHAFT AUDIO . VIDEO . DATA COMMUNICATION;;2013;7597;1229;6368;0;10765;6340;3452;973;368;18362;11508;6600;4908;4462;2645;1817;1817;2392;240;367;1785;18362;19546;19449;9983;8670;893;1;171;723;356;n.a.;n.a.;367;n.a.;n.a.;8432;670;2233;160;0;A+;DE;31.05.;DE6050017221
CEOTRONICS AKTIENGESELL- SCHAFT AUDIO . VIDEO . DATA COMMUNICATION;;2012;7442;940;6502;0;10599;5993;2758;1848;1193;18041;11847;6600;5247;4236;2844;1392;1392;1958;468;688;802;18041;21275;20929;10963;8441;1871;2;181;1692;480;n.a.;n.a.;1212;n.a.;n.a.;8559;615;2081;159;0;A+;DE;31.05.;DE6050017221
CEOTRONICS AKTIENGESELL- SCHAFT AUDIO . VIDEO . DATA COMMUNICATION;;2011;7176;847;6329;0;10014;5071;3211;1732;838;17190;10894;6600;4294;3727;2977;750;750;2569;718;1149;702;17190;16285;16185;8412;7929;-56;1;169;-224;45;n.a.;n.a.;-269;n.a.;n.a.;7257;592;1772;155;0;A+;DE;31.05.;DE6050017221
PEQLAB BIOTECHNOLOGIE GMBH;;2013;3113,89693;0;170,66322;2943,23371;6064,46093;2529,1309;1475,04973;2060,2803;1775,95312;9178,35786;3936,29969;124,445;3811,85469;2049,412;1483,864;565,548;565,548;3192,64617;1358,068;1147,3906;687,18757;9178,35786;15035,43102;14703,10332;8368,78324;4989,72414;1676,92364;100,37599;136,75498;1640,54465;633,48161;n.a.;n.a.;1007,06304;n.a.;8128;3013;27,57698;415,27761;47;0; D;DE;31.12.;DE8190386104
PEQLAB BIOTECHNOLOGIE GMBH;;2012;3010,90547;0;125,48664;2885,41883;6601,81605;2755,82892;1796,886;2049,10113;1912,56404;9612,72152;3118,06097;124,445;2993,61597;2692,27776;2341,932;350,34576;350,34576;3802,38279;1458,068;1443,4209;900,89389;9612,72152;14623,26477;14428,13094;7997,39515;5272,87443;1352,99519;33,80866;501,04013;885,76372;262,6433;n.a.;n.a.;623,12042;n.a.;7765;3336;n.a.;275,2866;47;0; D;DE;31.12.;DE8190386104
PEQLAB BIOTECHNOLOGIE GMBH;;2011;2415,51848;0,004;144,8538;2270,66068;5176,20492;1934,88273;1806,21704;1435,10515;1276,06445;7591,7234;3219,87523;124,445;3095,43023;1763,77483;1300,03933;463,7355;463,7355;2608,07334;1000;791,25261;816,82073;7591,7234;14921,87191;14780,94394;8258,20476;5448,3878;1215,27935;27,98567;172,07445;1071,19057;314,38843;n.a.;n.a.;756,80214;n.a.;8016;3095;n.a.;415,2476;43;0; D;DE;31.12.;DE8190386104
VITA 34 AG;;2013;25873;21117;4756;0;9755;550;3939;5266;3097;35628;22354;2591;19763;1410;1150;260;260;11864;140;1127;10597;35628;14943;13554;5491;7983;1469;79;205;1343;555;n.a.;n.a.;788;n.a.;n.a.;4738;1189;155;93;0;A+;DE;31.12.;DE3150295822
VITA 34 AG;;2012;25960;21423;4537;0;10668;633;4096;5939;3785;36628;21573;2591;18982;1862;1289;573;573;13193;1791;1168;10234;36628;14350;13603;5559;9533;-742;91;204;-855;-246;n.a.;n.a.;-609;n.a.;n.a.;5294;1156;429;104;0;A+;DE;31.12.;DE3150295822
VITA 34 AG;;2011;24316;20074;4162;80;10425;546;4414;5465;3377;34741;20009;2211;17798;2977;2750;227;227;11755;1374;600;9781;34741;16605;16001;6539;10401;-335;96;257;-496;-1687;n.a.;n.a.;1191;n.a.;n.a.;5811;973;297;127;0;A+;DE;31.12.;DE3150295822
GENERAL MILLS GMBH;;2013;1043,13596;1,08205;1042,05391;0;51546,08539;51,59;9942,7272;41551,76819;3113,59432;52589,22135;15511,05522;7670;7841,05522;12352,43103;0;12352,43103;12352,43103;24725,7351;0;561,41092;24164,32418;52589,22135;14444,34113;14138,47828;396,89326;12938,39436;1109,05351;3,02332;9,96871;1102,10812;-0,426;n.a.;1102,53412;0;n.a.;397;5940;583,36152;n.a.;142;0; D;DE;30.04.;DE2150824527
GENERAL MILLS GMBH;;2012;1283,87713;8,56461;1275,31252;0;34442,17956;44,30679;11150,84049;23247,03228;837,25365;35726,05669;14571,03068;7670;6901,03068;11332,12057;0;11332,12057;11332,12057;9822,90544;440,67835;1773,17301;7609,05408;35726,05669;16391,41992;15716,98956;404,32571;15068,86128;918,23293;30,61001;9,5334;939,30954;-0,715;n.a.;940,02454;0;n.a.;404;7618;639,10376;n.a.;150;0; D;DE;30.04.;DE2150824527
GENERAL MILLS GMBH;;2011;1564,56122;37,24377;1527,31745;0;27940,07676;60,28158;9946,67561;17933,11957;587,80664;29504,63798;13727,24111;7670;6057,24111;9266,13579;0;9266,13579;9266,13579;6511,26108;0;1776,8072;4734,45388;29504,63798;16209,30947;15190,35915;372,83625;15033,99789;802,47533;7,34266;9,0499;800,76809;-91,44248;n.a.;892,21057;0;n.a.;373;7176;848,41875;n.a.;142;0; D;DE;30.04.;DE2150824527
4SC AG;;2013;11434;10651;602;181;6271;23;346;5902;3899;17705;11282;50372;-39090;2836;2836;0;0;3587;0;675;2912;17705;4938;4904;1474;14056;-10592;77;10;-10525;n.a.;n.a.;n.a.;-10525;n.a.;n.a.;5826;1873;10243;81;0;B+;DE;31.12.;DE8330262371
4SC AG;;2012;13164;12223;787;154;15903;22;3084;12797;6076;29067;21813;50372;-28559;5242;3575;1667;1667;2012;0;584;1428;29067;4383;4353;327;17422;-13366;170;11;-13207;10;n.a.;n.a.;-13217;n.a.;n.a.;6118;1714;12909;90;0;B+;DE;31.12.;DE8330262371
4SC AG;;2011;14903;13574;1065;264;16935;93;115;16727;15820;31838;23533;41968;-18435;4827;4469;358;358;3478;0;705;2773;31838;791;780;123;19461;-18793;341;32;-18484;587;n.a.;n.a.;-19071;n.a.;n.a.;6640;1392;15012;96;0;B+;DE;31.12.;DE8330262371
BIOFRONTERA AG;;2013;3669,53225;3202,20862;467,32363;0;5967,59933;1585,19614;578,4106;3803,99259;2933,57847;9637,13158;-4547,35994;13205,80806;-17753,168;12922,04005;12030,95038;891,08967;891,08967;1262,45147;435,75;713,09817;113,6033;9637,13158;3418,06518;3114,5512;1603,70078;8648,59104;-6834,22664;n.a.;n.a.;-8066,61853;n.a.;n.a.;n.a.;-8066,61853;n.a.;n.a.;3196;742,13319;3186,22366;35;0;A+;DE;31.12.;DE5330135822
BIOFRONTERA AG;;2012;4078,35801;3790,20745;288,15056;0;4957,06139;1212,24616;251,77817;3493,03706;3366,23258;9035,4194;-4094,01366;12049,15434;-16143,168;11835,91941;11170,61438;665,30503;665,30503;1293,51365;435,75;749,36984;108,39381;9035,4194;3535,37608;3431,3493;1507,93718;5476,08528;-3448,64638;n.a.;n.a.;-4102,83462;15,2628;n.a.;n.a.;-4118,09742;n.a.;n.a.;2699;643,29037;1384,12715;30;0;A+;DE;31.12.;DE5330135822
